duration,year_2008,duration_default_no,age_housing_no,balance_housing_no,duration_housing_no,duration_housing_yes,duration_loan_no,duration_contact_cellular,duration_poutcome_success,duration_poutcome_unknown,age_year_2008,duration_year_2008,campaign_year_2008,pdays_year_2008,age_year_2009,duration_year_2009,duration_year_2010,campaign_year_2010,duration_age
351,1,351,0,0,0,351,351,0,0,351,31,351,3,-1,0,0,0,0,10881
51,1,51,53,0,51,0,51,0,0,51,53,51,8,-1,0,0,0,0,2703
237,1,237,53,3815,237,0,237,0,0,237,53,237,3,-1,0,0,0,0,12561
103,1,103,0,0,0,103,103,0,0,103,35,103,6,-1,0,0,0,0,3605
146,1,146,53,21522,146,0,146,0,0,146,53,146,4,-1,0,0,0,0,7738
347,1,347,25,0,347,0,347,0,0,347,25,347,1,-1,0,0,0,0,8675
372,1,372,0,0,0,372,0,0,0,372,29,372,5,-1,0,0,0,0,10788
411,1,411,57,711,411,0,411,0,0,411,57,411,1,-1,0,0,0,0,23427
151,1,151,49,57,151,0,0,0,0,151,49,151,1,-1,0,0,0,0,7399
157,1,157,59,-91,157,0,157,0,0,157,59,157,1,-1,0,0,0,0,9263
43,1,43,50,-253,43,0,43,0,0,43,50,43,1,-1,0,0,0,0,2150
167,1,167,46,25,167,0,0,0,0,167,46,167,2,-1,0,0,0,0,7682
75,1,75,50,-94,75,0,0,0,0,75,50,75,1,-1,0,0,0,0,3750
249,1,249,0,0,0,249,249,0,0,249,58,249,1,-1,0,0,0,0,14442
53,1,53,34,1,53,0,0,0,0,53,34,53,1,-1,0,0,0,0,1802
268,1,268,47,-468,268,0,0,0,0,268,47,268,1,-1,0,0,0,0,12596
259,1,259,57,37,259,0,259,0,0,259,57,259,2,-1,0,0,0,0,14763
155,1,155,51,-1136,155,0,0,0,0,155,51,155,1,-1,0,0,0,0,7905
247,1,247,34,1,247,0,247,0,0,247,34,247,1,-1,0,0,0,0,8398
100,1,100,47,80,100,0,0,0,0,100,47,100,1,-1,0,0,0,0,4700
322,1,322,42,-266,322,0,0,0,0,322,42,322,1,-1,0,0,0,0,13524
93,1,93,0,0,0,93,0,0,0,93,39,93,2,-1,0,0,0,0,3627
231,1,231,0,0,0,231,0,0,0,231,47,231,1,-1,0,0,0,0,10857
75,1,75,46,129,75,0,75,0,0,75,46,75,2,-1,0,0,0,0,3450
67,1,67,58,314,67,0,67,0,0,67,58,67,2,-1,0,0,0,0,3886
71,1,71,42,-15,71,0,71,0,0,71,42,71,1,-1,0,0,0,0,2982
151,1,151,0,0,0,151,0,0,0,151,56,151,1,-1,0,0,0,0,8456
91,1,91,40,0,91,0,0,0,0,91,40,91,2,-1,0,0,0,0,3640
292,1,292,31,3242,292,0,292,0,0,292,31,292,2,-1,0,0,0,0,9052
281,1,281,0,0,0,281,281,0,0,281,29,281,3,-1,0,0,0,0,8149
375,1,375,0,0,0,375,375,0,0,375,42,375,2,-1,0,0,0,0,15750
168,1,168,43,720,168,0,168,0,0,168,43,168,8,-1,0,0,0,0,7224
456,1,456,38,-140,456,0,456,0,0,456,38,456,3,-1,0,0,0,0,17328
103,1,103,0,0,0,103,0,0,0,103,45,103,5,-1,0,0,0,0,4635
305,1,305,41,381,305,0,305,0,0,305,41,305,4,-1,0,0,0,0,12505
91,1,91,0,0,0,91,91,0,0,91,29,91,4,-1,0,0,0,0,2639
622,1,0,47,0,622,0,0,0,0,622,47,622,3,-1,0,0,0,0,29234
650,1,650,37,3759,650,0,650,0,0,650,37,650,2,-1,0,0,0,0,24050
178,1,178,40,0,178,0,0,0,0,178,40,178,2,-1,0,0,0,0,7120
465,1,465,34,0,465,0,0,0,0,465,34,465,2,-1,0,0,0,0,15810
626,1,626,0,0,0,626,0,0,0,626,50,626,2,-1,0,0,0,0,31300
322,1,322,0,0,0,322,322,0,0,322,36,322,2,-1,0,0,0,0,11592
177,1,177,32,159,177,0,0,0,0,177,32,177,1,-1,0,0,0,0,5664
519,1,519,0,0,0,519,519,0,0,519,27,519,3,-1,0,0,0,0,14013
271,1,271,0,0,0,271,0,0,0,271,32,271,1,-1,0,0,0,0,8672
198,1,198,60,1349,198,0,0,0,0,198,60,198,2,-1,0,0,0,0,11880
677,1,677,0,0,0,677,0,0,0,677,30,677,3,-1,0,0,0,0,20310
138,1,138,52,-1,138,0,0,0,0,138,52,138,3,-1,0,0,0,0,7176
215,1,215,57,35,215,0,0,0,0,215,57,215,3,-1,0,0,0,0,12255
251,1,251,0,0,0,251,0,0,0,251,48,251,3,-1,0,0,0,0,12048
318,1,318,0,0,0,318,318,0,0,318,28,318,2,-1,0,0,0,0,8904
253,1,253,0,0,0,253,0,0,0,253,49,253,1,-1,0,0,0,0,12397
344,1,344,43,2279,344,0,0,0,0,344,43,344,1,-1,0,0,0,0,14792
301,1,301,0,0,0,301,301,0,0,301,28,301,4,-1,0,0,0,0,8428
197,1,197,44,-153,197,0,0,0,0,197,44,197,1,-1,0,0,0,0,8668
71,1,71,36,2103,71,0,0,0,0,71,36,71,1,-1,0,0,0,0,2556
190,1,190,0,0,0,190,0,0,0,190,42,190,1,-1,0,0,0,0,7980
93,1,93,52,192,93,0,0,0,0,93,52,93,1,-1,0,0,0,0,4836
29,1,29,30,1881,29,0,0,0,0,29,30,29,1,-1,0,0,0,0,870
133,1,133,54,8289,133,0,133,0,0,133,54,133,2,-1,0,0,0,0,7182
150,1,150,46,157,150,0,150,0,0,150,46,150,1,-1,0,0,0,0,6900
150,1,150,0,0,0,150,150,0,0,150,22,150,2,-1,0,0,0,0,3300
182,1,182,41,303,182,0,182,0,0,182,41,182,2,-1,0,0,0,0,7462
277,1,277,36,367,277,0,277,0,0,277,36,277,1,-1,0,0,0,0,9972
176,1,176,0,0,0,176,176,0,0,176,28,176,7,-1,0,0,0,0,4928
105,1,105,0,0,0,105,105,0,0,105,25,105,3,-1,0,0,0,0,2625
565,1,565,51,0,565,0,0,0,0,565,51,565,3,-1,0,0,0,0,28815
138,1,138,45,71,138,0,138,0,0,138,45,138,2,-1,0,0,0,0,6210
667,1,667,26,-266,667,0,0,0,0,667,26,667,3,-1,0,0,0,0,17342
464,1,464,55,43,464,0,0,0,0,464,55,464,3,-1,0,0,0,0,25520
3183,1,3183,28,-7,3183,0,0,0,0,3183,28,3183,2,-1,0,0,0,0,89124
406,1,0,32,130,406,0,406,0,0,406,32,406,2,-1,0,0,0,0,12992
243,1,243,0,0,0,243,243,0,0,243,35,243,2,-1,0,0,0,0,8505
110,1,110,0,0,0,110,110,0,0,110,40,110,3,-1,0,0,0,0,4400
113,1,113,0,0,0,113,113,0,0,113,55,113,5,-1,0,0,0,0,6215
48,1,48,55,625,48,0,48,0,0,48,55,48,4,-1,0,0,0,0,2640
174,1,174,47,0,174,0,174,0,0,174,47,174,8,-1,0,0,0,0,8178
529,1,529,35,4294,529,0,529,0,0,529,35,529,4,-1,0,0,0,0,18515
45,1,45,0,0,0,45,45,0,0,45,25,45,2,-1,0,0,0,0,1125
75,1,75,0,0,0,75,75,0,0,75,34,75,5,-1,0,0,0,0,2550
422,1,422,27,-413,422,0,0,0,0,422,27,422,6,-1,0,0,0,0,11394
381,1,381,32,187,381,0,0,0,0,381,32,381,3,-1,0,0,0,0,12192
856,1,856,32,-241,856,0,0,0,0,856,32,856,2,-1,0,0,0,0,27392
59,1,59,0,0,0,59,59,0,0,59,47,59,4,-1,0,0,0,0,2773
198,1,198,44,-618,198,0,0,0,0,198,44,198,2,-1,0,0,0,0,8712
433,1,433,0,0,0,433,433,0,0,433,27,433,4,-1,0,0,0,0,11691
159,1,159,53,931,159,0,159,0,0,159,53,159,2,-1,0,0,0,0,8427
207,1,207,30,1487,207,0,0,0,0,207,30,207,3,-1,0,0,0,0,6210
120,1,120,0,0,0,120,0,0,0,120,32,120,6,-1,0,0,0,0,3840
121,1,121,29,-722,121,0,0,0,0,121,29,121,4,-1,0,0,0,0,3509
95,1,95,57,-418,95,0,0,0,0,95,57,95,1,-1,0,0,0,0,5415
213,1,213,30,62,213,0,213,0,0,213,30,213,1,-1,0,0,0,0,6390
110,1,110,32,7,110,0,0,0,0,110,32,110,1,-1,0,0,0,0,3520
747,1,747,53,0,747,0,0,0,0,747,53,747,1,-1,0,0,0,0,39591
111,1,111,0,0,0,111,0,0,0,111,26,111,3,-1,0,0,0,0,2886
302,1,302,0,0,0,302,302,0,0,302,21,302,2,-1,0,0,0,0,6342
154,1,154,0,0,0,154,154,0,0,154,43,154,6,-1,0,0,0,0,6622
194,1,194,57,85,194,0,194,0,0,194,57,194,1,-1,0,0,0,0,11058
181,1,181,50,877,181,0,0,0,0,181,50,181,1,-1,0,0,0,0,9050
392,1,392,55,2,392,0,392,0,0,392,55,392,4,-1,0,0,0,0,21560
162,1,162,58,65,162,0,162,0,0,162,58,162,1,-1,0,0,0,0,9396
634,1,634,0,0,0,634,634,0,0,634,25,634,2,-1,0,0,0,0,15850
79,1,79,57,-238,79,0,79,0,0,79,57,79,1,-1,0,0,0,0,4503
148,1,148,0,0,0,148,0,0,0,148,30,148,5,-1,0,0,0,0,4440
103,1,103,39,0,103,0,0,0,0,103,39,103,1,-1,0,0,0,0,4017
141,1,141,55,700,141,0,0,0,0,141,55,141,1,-1,0,0,0,0,7755
244,1,244,56,382,244,0,244,0,0,244,56,244,2,-1,0,0,0,0,13664
250,1,250,0,0,0,250,250,0,0,250,33,250,8,-1,0,0,0,0,8250
140,1,140,0,0,0,140,140,0,0,140,54,140,2,-1,0,0,0,0,7560
92,1,0,0,0,0,92,0,0,0,92,49,92,4,-1,0,0,0,0,4508
133,1,133,0,0,0,133,133,0,0,133,28,133,5,-1,0,0,0,0,3724
216,1,216,0,0,0,216,0,0,0,216,46,216,1,-1,0,0,0,0,9936
269,1,269,51,84,269,0,0,0,0,269,51,269,1,-1,0,0,0,0,13719
397,1,397,42,23,397,0,0,0,0,397,42,397,1,-1,0,0,0,0,16674
244,1,244,60,95,244,0,0,0,0,244,60,244,1,-1,0,0,0,0,14640
135,1,135,0,0,0,135,0,0,0,135,31,135,2,-1,0,0,0,0,4185
102,1,102,0,0,0,102,0,0,0,102,34,102,1,-1,0,0,0,0,3468
326,1,326,29,11,326,0,326,0,0,326,29,326,1,-1,0,0,0,0,9454
153,1,153,51,144,153,0,0,0,0,153,51,153,2,-1,0,0,0,0,7803
151,1,151,60,78,151,0,0,0,0,151,60,151,2,-1,0,0,0,0,9060
349,1,349,60,109,349,0,349,0,0,349,60,349,5,-1,0,0,0,0,20940
291,1,291,56,0,291,0,291,0,0,291,56,291,2,-1,0,0,0,0,16296
185,1,185,0,0,0,185,0,0,0,185,52,185,3,-1,0,0,0,0,9620
169,1,169,41,2970,169,0,0,0,0,169,41,169,2,-1,0,0,0,0,6929
114,1,114,0,0,0,114,114,0,0,114,24,114,4,-1,0,0,0,0,2736
293,1,293,55,-79,293,0,0,0,0,293,55,293,3,-1,0,0,0,0,16115
111,1,111,0,0,0,111,0,0,0,111,34,111,4,-1,0,0,0,0,3774
56,1,56,0,0,0,56,0,0,0,56,36,56,2,-1,0,0,0,0,2016
101,1,101,0,0,0,101,101,0,0,101,34,101,5,-1,0,0,0,0,3434
247,1,247,0,0,0,247,247,0,0,247,24,247,3,-1,0,0,0,0,5928
96,1,96,37,597,96,0,0,0,0,96,37,96,3,-1,0,0,0,0,3552
322,1,322,0,0,0,322,322,0,0,322,40,322,3,-1,0,0,0,0,12880
182,1,182,0,0,0,182,182,0,0,182,39,182,4,-1,0,0,0,0,7098
198,1,0,0,0,0,198,198,0,0,198,34,198,2,-1,0,0,0,0,6732
123,1,123,0,0,0,123,123,0,0,123,52,123,2,-1,0,0,0,0,6396
45,1,45,0,0,0,45,45,0,0,45,56,45,2,-1,0,0,0,0,2520
85,1,85,0,0,0,85,85,0,0,85,27,85,5,-1,0,0,0,0,2295
146,1,146,0,0,0,146,146,0,0,146,41,146,3,-1,0,0,0,0,5986
93,1,93,0,0,0,93,0,0,0,93,36,93,3,-1,0,0,0,0,3348
54,1,54,0,0,0,54,54,0,0,54,49,54,3,-1,0,0,0,0,2646
82,1,82,0,0,0,82,82,0,0,82,26,82,9,-1,0,0,0,0,2132
27,1,27,42,145,27,0,0,0,0,27,42,27,3,-1,0,0,0,0,1134
60,1,60,0,0,0,60,0,0,0,60,51,60,3,-1,0,0,0,0,3060
124,1,124,37,1309,124,0,0,0,0,124,37,124,2,-1,0,0,0,0,4588
217,1,217,49,12,217,0,217,0,0,217,49,217,2,-1,0,0,0,0,10633
165,1,165,50,3988,165,0,165,0,0,165,50,165,4,-1,0,0,0,0,8250
141,1,141,0,0,0,141,141,0,0,141,28,141,4,-1,0,0,0,0,3948
138,1,138,0,0,0,138,138,0,0,138,35,138,4,-1,0,0,0,0,4830
385,1,385,47,323,385,0,385,0,0,385,47,385,1,-1,0,0,0,0,18095
266,1,266,33,740,266,0,0,0,0,266,33,266,3,-1,0,0,0,0,8778
50,1,0,45,624,50,0,0,0,0,50,45,50,1,-1,0,0,0,0,2250
203,1,203,38,116,203,0,0,0,0,203,38,203,1,-1,0,0,0,0,7714
780,1,780,0,0,0,780,780,0,0,780,34,780,3,-1,0,0,0,0,26520
176,1,176,49,230,176,0,0,0,0,176,49,176,1,-1,0,0,0,0,8624
202,1,202,37,0,202,0,0,0,0,202,37,202,1,-1,0,0,0,0,7474
158,1,158,45,-342,158,0,0,0,0,158,45,158,1,-1,0,0,0,0,7110
76,1,0,44,0,76,0,0,0,0,76,44,76,3,-1,0,0,0,0,3344
224,1,224,33,276,224,0,224,0,0,224,33,224,2,-1,0,0,0,0,7392
111,1,111,55,0,111,0,111,0,0,111,55,111,2,-1,0,0,0,0,6105
444,1,444,0,0,0,444,0,0,0,444,56,444,3,-1,0,0,0,0,24864
69,1,69,0,0,0,69,69,0,0,69,40,69,3,-1,0,0,0,0,2760
88,1,88,0,0,0,88,88,0,0,88,27,88,4,-1,0,0,0,0,2376
104,1,104,57,0,104,0,0,0,0,104,57,104,2,-1,0,0,0,0,5928
252,1,252,0,0,0,252,0,0,0,252,39,252,4,-1,0,0,0,0,9828
132,1,132,49,2062,132,0,132,0,0,132,49,132,4,-1,0,0,0,0,6468
450,1,450,34,66,450,0,0,0,0,450,34,450,2,-1,0,0,0,0,15300
602,1,0,59,49,602,0,0,0,0,602,59,602,4,-1,0,0,0,0,35518
136,1,136,0,0,0,136,136,0,0,136,41,136,3,-1,0,0,0,0,5576
381,1,381,30,365,381,0,381,0,0,381,30,381,4,-1,0,0,0,0,11430
158,1,158,44,10,158,0,158,0,0,158,44,158,2,-1,0,0,0,0,6952
479,1,479,0,0,0,479,479,0,0,479,41,479,9,-1,0,0,0,0,19639
281,1,281,31,652,281,0,0,0,0,281,31,281,3,-1,0,0,0,0,8711
297,1,297,49,503,297,0,297,0,0,297,49,297,2,-1,0,0,0,0,14553
128,1,128,0,0,0,128,0,0,0,128,35,128,3,-1,0,0,0,0,4480
471,1,471,0,0,0,471,0,0,0,471,39,471,3,-1,0,0,0,0,18369
58,1,58,51,-20,58,0,58,0,0,58,51,58,1,-1,0,0,0,0,2958
60,1,60,39,-106,60,0,60,0,0,60,39,60,4,-1,0,0,0,0,2340
108,1,108,0,0,0,108,108,0,0,108,35,108,1,-1,0,0,0,0,3780
140,1,140,54,9,140,0,0,0,0,140,54,140,1,-1,0,0,0,0,7560
249,1,249,59,0,249,0,249,0,0,249,59,249,1,-1,0,0,0,0,14691
215,1,215,57,53,215,0,215,0,0,215,57,215,3,-1,0,0,0,0,12255
625,1,625,39,3,625,0,0,0,0,625,39,625,1,-1,0,0,0,0,24375
161,1,161,29,33,161,0,161,0,0,161,29,161,1,-1,0,0,0,0,4669
428,1,428,40,84,428,0,0,0,0,428,40,428,2,-1,0,0,0,0,17120
119,1,119,43,13,119,0,0,0,0,119,43,119,1,-1,0,0,0,0,5117
117,1,117,41,1,117,0,117,0,0,117,41,117,1,-1,0,0,0,0,4797
80,1,80,45,-302,80,0,0,0,0,80,45,80,1,-1,0,0,0,0,3600
36,1,36,60,0,36,0,36,0,0,36,60,36,1,-1,0,0,0,0,2160
173,1,0,31,-90,173,0,0,0,0,173,31,173,1,-1,0,0,0,0,5363
292,1,292,59,6,292,0,0,0,0,292,59,292,1,-1,0,0,0,0,17228
183,1,183,59,358,183,0,183,0,0,183,59,183,2,-1,0,0,0,0,10797
200,1,200,29,1357,200,0,0,0,0,200,29,200,1,-1,0,0,0,0,5800
150,1,150,49,935,150,0,0,0,0,150,49,150,1,-1,0,0,0,0,7350
163,1,0,47,145,163,0,0,0,0,163,47,163,1,-1,0,0,0,0,7661
122,1,122,0,0,0,122,0,0,0,122,32,122,1,-1,0,0,0,0,3904
55,1,55,35,0,55,0,55,0,0,55,35,55,1,-1,0,0,0,0,1925
86,1,86,52,935,86,0,86,0,0,86,52,86,1,-1,0,0,0,0,4472
359,1,359,0,0,0,359,0,0,0,359,30,359,1,-1,0,0,0,0,10770
110,1,110,43,91,110,0,0,0,0,110,43,110,2,-1,0,0,0,0,4730
92,1,0,0,0,0,92,0,0,0,92,45,92,1,-1,0,0,0,0,4140
86,1,86,28,415,86,0,86,0,0,86,28,86,1,-1,0,0,0,0,2408
125,1,125,41,7264,125,0,0,0,0,125,41,125,3,-1,0,0,0,0,5125
196,1,196,0,0,0,196,196,0,0,196,38,196,4,-1,0,0,0,0,7448
484,1,484,31,43,484,0,484,0,0,484,31,484,1,-1,0,0,0,0,15004
135,1,135,29,392,135,0,0,0,0,135,29,135,1,-1,0,0,0,0,3915
56,1,56,29,975,56,0,56,0,0,56,29,56,1,-1,0,0,0,0,1624
156,1,156,33,205,156,0,156,0,0,156,33,156,2,-1,0,0,0,0,5148
221,1,221,40,-27,221,0,0,0,0,221,40,221,1,-1,0,0,0,0,8840
1992,1,1992,26,-70,1992,0,0,0,0,1992,26,1992,2,-1,0,0,0,0,51792
130,1,130,41,-147,130,0,0,0,0,130,41,130,1,-1,0,0,0,0,5330
143,1,143,31,84,143,0,0,0,0,143,31,143,1,-1,0,0,0,0,4433
157,1,157,53,173,157,0,0,0,0,157,53,157,1,-1,0,0,0,0,8321
333,1,333,45,2099,333,0,0,0,0,333,45,333,1,-1,0,0,0,0,14985
420,1,420,58,374,420,0,0,0,0,420,58,420,2,-1,0,0,0,0,24360
1135,1,1135,37,0,1135,0,1135,0,0,1135,37,1135,2,-1,0,0,0,0,41995
224,1,224,47,47,224,0,0,0,0,224,47,224,2,-1,0,0,0,0,10528
307,1,307,55,-180,307,0,0,0,0,307,55,307,2,-1,0,0,0,0,16885
723,1,723,44,27,723,0,723,0,0,723,44,723,2,-1,0,0,0,0,31812
650,1,650,27,158,650,0,650,0,0,650,27,650,2,-1,0,0,0,0,17550
660,1,660,31,394,660,0,0,0,0,660,31,660,3,-1,0,0,0,0,20460
63,1,63,0,0,0,63,63,0,0,63,22,63,4,-1,0,0,0,0,1386
218,1,218,30,1717,218,0,0,0,0,218,30,218,2,-1,0,0,0,0,6540
220,1,220,51,-28,220,0,0,0,0,220,51,220,2,-1,0,0,0,0,11220
97,1,97,35,907,97,0,0,0,0,97,35,97,4,-1,0,0,0,0,3395
143,1,143,29,101,143,0,143,0,0,143,29,143,4,-1,0,0,0,0,4147
32,1,32,0,0,0,32,32,0,0,32,31,32,3,-1,0,0,0,0,992
159,1,159,35,28,159,0,0,0,0,159,35,159,3,-1,0,0,0,0,5565
44,1,44,0,0,0,44,0,0,0,44,48,44,2,-1,0,0,0,0,2112
95,1,0,30,0,95,0,0,0,0,95,30,95,3,-1,0,0,0,0,2850
79,1,79,45,52,79,0,0,0,0,79,45,79,3,-1,0,0,0,0,3555
306,1,306,0,0,0,306,0,0,0,306,45,306,2,-1,0,0,0,0,13770
71,1,71,50,-15,71,0,0,0,0,71,50,71,1,-1,0,0,0,0,3550
348,1,348,35,527,348,0,0,0,0,348,35,348,3,-1,0,0,0,0,12180
203,1,203,0,0,0,203,203,0,0,203,41,203,1,-1,0,0,0,0,8323
372,1,372,37,0,372,0,0,0,0,372,37,372,1,-1,0,0,0,0,13764
199,1,199,38,70,199,0,0,0,0,199,38,199,1,-1,0,0,0,0,7562
60,1,60,50,830,60,0,60,0,0,60,50,60,2,-1,0,0,0,0,3000
134,1,134,35,-51,134,0,134,0,0,134,35,134,2,-1,0,0,0,0,4690
108,1,108,44,1,108,0,0,0,0,108,44,108,3,-1,0,0,0,0,4752
193,1,193,34,0,193,0,0,0,0,193,34,193,4,-1,0,0,0,0,6562
957,1,957,32,-255,957,0,0,0,0,957,32,957,3,-1,0,0,0,0,30624
83,1,83,41,-81,83,0,0,0,0,83,41,83,3,-1,0,0,0,0,3403
343,1,343,0,0,0,343,0,0,0,343,33,343,2,-1,0,0,0,0,11319
158,1,0,45,-25,158,0,0,0,0,158,45,158,3,-1,0,0,0,0,7110
269,1,269,27,585,269,0,269,0,0,269,27,269,3,-1,0,0,0,0,7263
269,1,269,37,29,269,0,269,0,0,269,37,269,2,-1,0,0,0,0,9953
375,1,375,0,0,0,375,0,0,0,375,37,375,3,-1,0,0,0,0,13875
202,1,202,54,-165,202,0,0,0,0,202,54,202,1,-1,0,0,0,0,10908
149,1,149,26,549,149,0,149,0,0,149,26,149,1,-1,0,0,0,0,3874
111,1,111,45,-705,111,0,0,0,0,111,45,111,1,-1,0,0,0,0,4995
188,1,188,54,0,188,0,0,0,0,188,54,188,1,-1,0,0,0,0,10152
211,1,211,58,166,211,0,0,0,0,211,58,211,1,-1,0,0,0,0,12238
24,1,24,50,5,24,0,24,0,0,24,50,24,1,-1,0,0,0,0,1200
109,1,109,51,0,109,0,0,0,0,109,51,109,1,-1,0,0,0,0,5559
472,1,472,27,2,472,0,0,0,0,472,27,472,1,-1,0,0,0,0,12744
116,1,116,32,92,116,0,116,0,0,116,32,116,1,-1,0,0,0,0,3712
452,1,452,29,145,452,0,452,0,0,452,29,452,1,-1,0,0,0,0,13108
587,1,587,29,84,587,0,0,0,0,587,29,587,3,-1,0,0,0,0,17023
269,1,269,44,701,269,0,0,0,0,269,44,269,2,-1,0,0,0,0,11836
206,1,206,39,3,206,0,0,0,0,206,39,206,1,-1,0,0,0,0,8034
228,1,228,55,85,228,0,228,0,0,228,55,228,2,-1,0,0,0,0,12540
267,1,267,33,285,267,0,0,0,0,267,33,267,1,-1,0,0,0,0,8811
414,1,414,0,0,0,414,0,0,0,414,48,414,1,-1,0,0,0,0,19872
60,1,60,49,126,60,0,60,0,0,60,49,60,1,-1,0,0,0,0,2940
85,1,85,0,0,0,85,0,0,0,85,35,85,1,-1,0,0,0,0,2975
256,1,256,57,91,256,0,0,0,0,256,57,256,3,-1,0,0,0,0,14592
172,1,0,53,0,172,0,0,0,0,172,53,172,10,-1,0,0,0,0,9116
84,1,84,58,0,84,0,84,0,0,84,58,84,1,-1,0,0,0,0,4872
412,1,412,0,0,0,412,0,0,0,412,34,412,1,-1,0,0,0,0,14008
88,1,88,52,51,88,0,88,0,0,88,52,88,1,-1,0,0,0,0,4576
130,1,130,56,20,130,0,130,0,0,130,56,130,1,-1,0,0,0,0,7280
115,1,115,0,0,0,115,115,0,0,115,34,115,4,-1,0,0,0,0,3910
197,1,197,0,0,0,197,197,0,0,197,35,197,1,-1,0,0,0,0,6895
88,1,88,30,0,88,0,0,0,0,88,30,88,1,-1,0,0,0,0,2640
154,1,154,48,31,154,0,0,0,0,154,48,154,1,-1,0,0,0,0,7392
90,1,90,50,-221,90,0,0,0,0,90,50,90,1,-1,0,0,0,0,4500
51,1,51,0,0,0,51,0,0,0,51,44,51,1,-1,0,0,0,0,2244
131,1,131,38,304,131,0,0,0,0,131,38,131,1,-1,0,0,0,0,4978
251,1,251,40,1155,251,0,0,0,0,251,40,251,1,-1,0,0,0,0,10040
89,1,89,0,0,0,89,0,0,0,89,44,89,1,-1,0,0,0,0,3916
108,1,108,33,1038,108,0,0,0,0,108,33,108,1,-1,0,0,0,0,3564
97,1,97,29,695,97,0,97,0,0,97,29,97,1,-1,0,0,0,0,2813
203,1,203,51,-800,203,0,203,0,0,203,51,203,1,-1,0,0,0,0,10353
326,1,326,57,47,326,0,0,0,0,326,57,326,1,-1,0,0,0,0,18582
88,1,88,35,2,88,0,88,0,0,88,35,88,1,-1,0,0,0,0,3080
42,1,42,61,313,42,0,0,0,0,42,61,42,1,-1,0,0,0,0,2562
92,1,92,0,0,0,92,92,0,0,92,52,92,1,-1,0,0,0,0,4784
676,1,676,33,114,676,0,0,0,0,676,33,676,1,-1,0,0,0,0,22308
239,1,239,59,140,239,0,0,0,0,239,59,239,1,-1,0,0,0,0,14101
652,1,652,47,-187,652,0,652,0,0,652,47,652,1,-1,0,0,0,0,30644
178,1,178,37,-244,178,0,178,0,0,178,37,178,1,-1,0,0,0,0,6586
122,1,122,49,1807,122,0,0,0,0,122,49,122,3,-1,0,0,0,0,5978
100,1,100,60,241,100,0,0,0,0,100,60,100,3,-1,0,0,0,0,6000
93,1,93,51,60,93,0,93,0,0,93,51,93,1,-1,0,0,0,0,4743
504,1,504,47,-149,504,0,0,0,0,504,47,504,1,-1,0,0,0,0,23688
251,1,251,0,0,0,251,251,0,0,251,40,251,2,-1,0,0,0,0,10040
327,1,0,31,0,327,0,0,0,0,327,31,327,3,-1,0,0,0,0,10137
515,1,515,38,93,515,0,515,0,0,515,38,515,2,-1,0,0,0,0,19570
389,1,389,54,42,389,0,0,0,0,389,54,389,2,-1,0,0,0,0,21006
155,1,155,45,-179,155,0,155,0,0,155,45,155,2,-1,0,0,0,0,6975
74,1,74,47,1156,74,0,0,0,0,74,47,74,5,-1,0,0,0,0,3478
225,1,225,34,277,225,0,0,0,0,225,34,225,2,-1,0,0,0,0,7650
172,1,172,54,-488,172,0,0,0,0,172,54,172,2,-1,0,0,0,0,9288
202,1,202,56,938,202,0,0,0,0,202,56,202,2,-1,0,0,0,0,11312
230,1,230,57,253,230,0,0,0,0,230,57,230,3,-1,0,0,0,0,13110
277,1,277,0,0,0,277,0,0,0,277,42,277,2,-1,0,0,0,0,11634
746,1,746,34,0,746,0,746,0,0,746,34,746,4,-1,0,0,0,0,25364
935,1,935,27,-435,935,0,935,0,0,935,27,935,2,-1,0,0,0,0,25245
167,1,167,51,0,167,0,0,0,0,167,51,167,11,-1,0,0,0,0,8517
194,1,194,0,0,0,194,0,0,0,194,30,194,2,-1,0,0,0,0,5820
385,1,385,44,978,385,0,385,0,0,385,44,385,6,-1,0,0,0,0,16940
1106,1,1106,33,0,1106,0,1106,0,0,1106,33,1106,2,-1,0,0,0,0,36498
124,1,124,0,0,0,124,0,0,0,124,36,124,2,-1,0,0,0,0,4464
121,1,121,56,94,121,0,121,0,0,121,56,121,1,-1,0,0,0,0,6776
566,1,566,44,1080,566,0,0,0,0,566,44,566,3,-1,0,0,0,0,24904
257,1,257,31,365,257,0,257,0,0,257,31,257,1,-1,0,0,0,0,7967
111,1,111,0,0,0,111,0,0,0,111,47,111,1,-1,0,0,0,0,5217
270,1,270,48,-19,270,0,0,0,0,270,48,270,1,-1,0,0,0,0,12960
43,1,43,0,0,0,43,43,0,0,43,31,43,11,-1,0,0,0,0,1333
433,1,433,39,192,433,0,433,0,0,433,39,433,1,-1,0,0,0,0,16887
71,1,71,30,0,71,0,71,0,0,71,30,71,1,-1,0,0,0,0,2130
523,1,523,30,656,523,0,0,0,0,523,30,523,1,-1,0,0,0,0,15690
49,1,49,31,223,49,0,49,0,0,49,31,49,1,-1,0,0,0,0,1519
191,1,191,49,-37,191,0,191,0,0,191,49,191,2,-1,0,0,0,0,9359
355,1,355,26,128,355,0,355,0,0,355,26,355,1,-1,0,0,0,0,9230
31,1,31,34,173,31,0,31,0,0,31,34,31,1,-1,0,0,0,0,1054
52,1,52,0,0,0,52,52,0,0,52,36,52,4,-1,0,0,0,0,1872
