duration,pdays,year_2008,balance_education_secondary,balance_education_tertiary,duration_default_no,balance_housing_no,duration_housing_no,duration_loan_no,duration_contact_cellular,age_month_1,duration_month_10,duration_month_11,age_month_2,duration_month_3,age_month_5,duration_poutcome_success,age_year_2009,duration_year_2010,duration_age
167,-1,1,538,0,167,538,167,167,0,0,0,0,0,0,0,0,0,0,6680
1248,-1,1,1610,0,1248,0,0,1248,0,0,0,0,0,0,0,0,0,0,63648
404,-1,1,0,25,404,25,404,404,0,0,0,0,0,0,0,0,0,0,22220
179,-1,1,0,-813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8413
203,-1,1,2321,0,203,2321,203,0,0,0,0,0,0,0,0,0,0,0,7917
209,-1,1,0,-469,209,0,0,209,0,0,0,0,0,0,0,0,0,0,7942
39,-1,1,0,0,39,0,39,39,0,0,0,0,0,0,0,0,0,0,2301
162,-1,1,1559,0,162,1559,162,162,0,0,0,0,0,0,0,0,0,0,6156
418,-1,1,2198,0,418,2198,418,418,0,0,0,0,0,0,0,0,0,0,16302
348,-1,1,0,317,348,317,348,348,0,0,0,0,0,0,0,0,0,0,12528
135,-1,1,775,0,135,0,0,135,0,0,0,0,0,0,0,0,0,0,6615
505,-1,1,0,-1941,0,0,0,505,0,0,0,0,0,0,0,0,0,0,18180
131,-1,1,-435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6943
401,-1,1,285,0,401,285,401,401,0,0,0,0,0,0,0,0,0,0,14837
332,-1,1,0,533,332,0,0,332,0,0,0,0,0,0,0,0,0,0,14940
78,-1,1,0,993,78,0,0,78,0,0,0,0,0,0,0,0,0,0,3588
394,-1,1,0,4359,394,4359,394,394,0,0,0,0,0,0,0,0,0,0,21670
287,-1,1,887,0,287,887,287,287,0,0,0,0,0,0,0,0,0,0,14350
266,-1,1,1092,0,266,1092,266,266,0,0,0,0,0,0,0,0,0,0,9842
153,-1,1,0,0,153,0,153,153,0,0,0,0,0,0,0,0,0,0,8415
500,-1,1,0,0,500,29,500,500,0,0,0,0,0,0,0,0,0,0,27500
215,-1,1,0,0,215,237,215,215,0,0,0,0,0,0,0,0,0,0,8385
298,-1,1,0,0,298,3940,298,298,0,0,0,0,0,0,0,0,0,0,14304
110,-1,1,5270,0,110,5270,110,110,0,0,0,0,0,0,0,0,0,0,3850
101,-1,1,0,0,101,0,0,101,0,0,0,0,0,0,0,0,0,0,3535
13,-1,1,0,0,13,0,13,13,0,0,0,0,0,0,0,0,0,0,507
356,-1,1,0,0,356,4641,356,356,0,0,0,0,0,0,0,0,0,0,18868
62,-1,1,952,0,62,0,0,62,0,0,0,0,0,0,0,0,0,0,2418
73,-1,1,306,0,73,306,73,73,0,0,0,0,0,0,0,0,0,0,2701
50,-1,1,439,0,50,439,50,50,0,0,0,0,0,0,0,0,0,0,1900
684,-1,1,2,0,684,2,684,684,0,0,0,0,0,0,0,0,0,0,39672
193,-1,1,0,0,193,3751,193,193,0,0,0,0,0,0,0,0,0,0,6755
599,-1,1,0,0,599,0,599,599,0,0,0,0,0,0,0,0,0,0,29950
92,-1,1,1175,0,92,0,0,92,0,0,0,0,0,0,0,0,0,0,3404
52,-1,1,-13,0,52,-13,52,52,0,0,0,0,0,0,0,0,0,0,2912
92,-1,1,0,0,92,416,92,92,0,0,0,0,0,0,0,0,0,0,5428
294,-1,1,0,0,294,50,294,294,0,0,0,0,0,0,0,0,0,0,12348
99,-1,1,0,0,99,15352,99,99,0,0,0,0,0,0,0,0,0,0,3861
76,-1,1,0,0,76,96,76,76,0,0,0,0,0,0,0,0,0,0,4408
27,-1,1,384,0,27,0,0,27,0,0,0,0,0,0,0,0,0,0,810
191,-1,1,0,0,191,1085,191,191,0,0,0,0,0,0,0,0,0,0,11269
523,-1,1,0,0,523,8014,523,523,0,0,0,0,0,0,0,0,0,0,22489
358,-1,1,1336,0,358,0,0,358,0,0,0,0,0,0,0,0,0,0,13962
254,-1,1,136,0,254,136,254,254,0,0,0,0,0,0,0,0,0,0,13462
46,-1,1,0,0,46,0,46,46,0,0,0,0,0,0,0,0,0,0,1978
112,-1,1,0,0,112,159,112,112,0,0,0,0,0,0,0,0,0,0,4816
51,-1,1,0,0,51,4,51,51,0,0,0,0,0,0,0,0,0,0,2550
359,-1,1,4698,0,359,0,0,359,0,0,0,0,0,0,0,0,0,0,12565
88,-1,1,4307,0,88,4307,88,88,0,0,0,0,0,0,0,0,0,0,4136
342,-1,1,0,0,342,1250,342,342,0,0,0,0,0,0,0,0,0,0,17784
78,-1,1,0,0,78,0,78,78,0,0,0,0,0,0,0,0,0,0,3432
721,-1,1,33,0,721,33,721,0,0,0,0,0,0,0,0,0,0,0,36771
420,-1,1,145,0,420,145,420,0,0,0,0,0,0,0,0,0,0,0,23940
163,-1,1,167,0,163,167,163,163,0,0,0,0,0,0,0,0,0,0,8476
442,-1,1,214,0,442,0,0,442,0,0,0,0,0,0,0,0,0,0,20774
41,-1,1,0,0,41,31,41,41,0,0,0,0,0,0,0,0,0,0,2419
535,-1,1,0,3191,535,3191,535,535,0,0,0,0,0,0,0,0,0,0,26750
155,-1,1,0,12581,155,12581,155,155,0,0,0,0,0,0,0,0,0,0,5735
178,-1,1,0,196,178,0,0,178,0,0,0,0,0,0,0,0,0,0,9434
232,-1,1,1295,0,232,1295,232,232,0,0,0,0,0,0,0,0,0,0,8352
36,-1,1,0,0,36,0,0,36,0,0,0,0,0,0,0,0,0,0,1404
20,-1,1,-100,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,820
15,-1,1,-281,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,525
170,-1,1,0,2198,170,2198,170,170,0,0,0,0,0,0,0,0,0,0,8500
87,-1,1,0,373,87,373,87,87,0,0,0,0,0,0,0,0,0,0,3567
202,-1,1,0,203,202,203,202,202,0,0,0,0,0,0,0,0,0,0,9090
359,-1,1,439,0,359,439,359,359,0,0,0,0,0,0,0,0,0,0,13642
298,-1,1,3165,0,298,0,0,298,0,0,0,0,0,0,0,0,0,0,12516
244,-1,1,1093,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,12932
169,-1,1,0,0,169,0,0,169,0,0,0,0,0,0,0,0,0,0,5915
750,-1,1,536,0,750,0,0,750,0,0,0,0,0,0,0,0,0,0,34500
139,-1,1,1696,0,139,1696,139,139,0,0,0,0,0,0,0,0,0,0,6116
114,-1,1,0,0,114,2222,114,114,0,0,0,0,0,0,0,0,0,0,5586
14,-1,1,0,756,14,0,0,14,0,0,0,0,0,0,0,0,0,0,490
81,-1,1,0,2005,81,2005,81,81,0,0,0,0,0,0,0,0,0,0,3969
220,-1,1,0,264,220,0,0,0,0,0,0,0,0,0,0,0,0,0,8140
162,-1,1,0,0,162,0,0,162,0,0,0,0,0,0,0,0,0,0,6480
53,-1,1,4840,0,53,4840,53,53,0,0,0,0,0,0,0,0,0,0,2491
131,-1,1,0,0,131,3680,131,131,0,0,0,0,0,0,0,0,0,0,7205
18,-1,1,0,2627,18,0,0,0,0,0,0,0,0,0,0,0,0,0,954
607,-1,1,0,0,607,0,607,607,0,0,0,0,0,0,0,0,0,0,33385
431,-1,1,3764,0,431,3764,431,431,0,0,0,0,0,0,0,0,0,0,15947
216,-1,1,0,0,216,1725,216,216,0,0,0,0,0,0,0,0,0,0,11664
227,-1,1,725,0,227,0,0,227,0,0,0,0,0,0,0,0,0,0,12031
102,-1,1,235,0,102,0,0,102,0,0,0,0,0,0,0,0,0,0,2856
19,-1,1,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,798
394,-1,1,0,93,394,0,0,0,0,0,0,0,0,0,0,0,0,0,14972
301,-1,1,0,7124,301,7124,301,301,0,0,0,0,0,0,0,0,0,0,11438
204,-1,1,0,2741,204,2741,204,204,0,0,0,0,0,0,0,0,0,0,7548
54,-1,1,0,0,54,667,54,54,0,0,0,0,0,0,0,0,0,0,2538
22,-1,1,0,0,22,72,22,22,0,0,0,0,0,0,0,0,0,0,924
406,-1,1,1116,0,406,0,0,0,0,0,0,0,0,0,0,0,0,0,15428
226,-1,1,0,647,226,647,226,226,0,0,0,0,0,0,0,0,0,0,9944
168,-1,1,0,0,168,1695,168,168,0,0,0,0,0,0,0,0,0,0,9072
221,-1,1,0,0,221,2,221,221,0,0,0,0,0,0,0,0,0,0,7735
176,-1,1,-192,0,176,-192,176,176,0,0,0,0,0,0,0,0,0,0,8976
127,-1,1,0,0,127,0,0,127,0,0,0,0,0,0,0,0,0,0,5207
703,-1,1,0,0,703,1035,703,703,0,0,0,0,0,0,0,0,0,0,32338
119,-1,1,16,0,119,16,119,119,0,0,0,0,0,0,0,0,0,0,4284
126,-1,1,0,0,126,0,126,126,0,0,0,0,0,0,0,0,0,0,5166
147,-1,1,0,0,147,3096,147,147,0,0,0,0,0,0,0,0,0,0,7203
314,-1,1,0,0,314,4166,314,314,0,0,0,0,0,0,0,0,0,0,12246
182,-1,1,94,0,182,94,182,182,0,0,0,0,0,0,0,0,0,0,7098
353,-1,1,0,1832,353,1832,353,353,0,0,0,0,0,0,0,0,0,0,13767
100,-1,1,0,0,100,470,100,100,0,0,0,0,0,0,0,0,0,0,6000
362,-1,1,0,270,362,270,362,362,0,0,0,0,0,0,0,0,0,0,14480
75,-1,1,0,0,75,5050,75,0,0,0,0,0,0,0,0,0,0,0,3825
142,-1,1,0,388,142,0,0,142,0,0,0,0,0,0,0,0,0,0,6958
637,-1,1,0,0,637,0,637,637,0,0,0,0,0,0,0,0,0,0,23569
345,-1,1,535,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,19320
64,-1,1,0,0,64,1156,64,64,0,0,0,0,0,0,0,0,0,0,3456
103,-1,1,0,0,103,938,103,103,0,0,0,0,0,0,0,0,0,0,4635
17,-1,1,0,240,17,0,0,17,0,0,0,0,0,0,0,0,0,0,663
2769,-1,1,0,3057,2769,3057,2769,2769,0,0,0,0,0,0,0,0,0,0,99684
26,-1,1,0,-1212,26,0,0,26,0,0,0,0,0,0,0,0,0,0,1014
141,-1,1,0,6,141,6,141,141,0,0,0,0,0,0,0,0,0,0,4653
14,-1,1,0,671,14,0,0,14,0,0,0,0,0,0,0,0,0,0,588
1009,-1,1,0,0,1009,278,1009,1009,0,0,0,0,0,0,0,0,0,0,58522
323,-1,1,0,0,323,0,0,323,0,0,0,0,0,0,0,0,0,0,11628
630,-1,1,0,0,630,0,630,630,0,0,0,0,0,0,0,0,0,0,25830
278,-1,1,0,0,278,108,278,278,0,0,0,0,0,0,0,0,0,0,14178
40,-1,1,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,2200
112,-1,1,0,0,112,0,0,112,0,0,0,0,0,0,0,0,0,0,5376
80,-1,1,0,579,80,0,0,80,0,0,0,0,0,0,0,0,0,0,2880
154,-1,1,2580,0,154,0,0,154,0,0,0,0,0,0,0,0,0,0,6468
97,-1,1,1241,0,97,1241,97,97,0,0,0,0,0,0,0,0,0,0,5238
368,-1,1,0,0,368,0,368,368,0,0,0,0,0,0,0,0,0,0,14720
303,-1,1,2445,0,303,2445,303,303,0,0,0,0,0,0,0,0,0,0,11817
375,-1,1,0,417,375,0,0,375,0,0,0,0,0,0,0,0,0,0,20250
77,-1,1,0,1847,77,1847,77,77,0,0,0,0,0,0,0,0,0,0,3465
295,-1,1,0,0,295,987,295,295,0,0,0,0,0,0,0,0,0,0,16815
335,-1,1,0,0,335,0,335,335,0,0,0,0,0,0,0,0,0,0,19095
69,-1,1,0,0,69,5914,69,69,0,0,0,0,0,0,0,0,0,0,4002
143,-1,1,-272,0,143,-272,143,0,0,0,0,0,0,0,0,0,0,0,5434
153,-1,1,0,0,153,0,153,153,0,0,0,0,0,0,0,0,0,0,5508
83,-1,1,2967,0,83,2967,83,83,0,0,0,0,0,0,0,0,0,0,4233
214,-1,1,0,21664,214,21664,214,214,0,0,0,0,0,0,0,0,0,0,11984
118,-1,1,0,0,118,538,118,118,0,0,0,0,0,0,0,0,0,0,5428
638,-1,1,-720,0,638,0,0,638,0,0,0,0,0,0,0,0,0,0,19778
78,-1,1,92,0,78,0,0,78,0,0,0,0,0,0,0,0,0,0,2340
65,-1,1,0,0,65,1136,65,65,0,0,0,0,0,0,0,0,0,0,3770
222,-1,1,0,0,222,0,222,222,0,0,0,0,0,0,0,0,0,0,7992
78,-1,1,0,333,78,333,78,78,0,0,0,0,0,0,0,0,0,0,2730
260,-1,1,105,0,260,105,260,0,0,0,0,0,0,0,0,0,0,0,9620
150,-1,1,-55,0,150,-55,150,150,0,0,0,0,0,0,0,0,0,0,7350
49,-1,1,0,0,49,1262,49,49,0,0,0,0,0,0,0,0,0,0,1862
62,-1,1,421,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,1860
100,-1,1,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,3400
138,-1,1,0,0,138,2896,138,138,0,0,0,0,0,0,0,0,0,0,7590
329,-1,1,0,0,329,1046,329,0,0,0,0,0,0,0,0,0,0,0,18424
331,-1,1,0,3091,331,0,0,331,0,0,0,0,0,0,0,0,0,0,14564
131,-1,1,0,0,131,1088,131,131,0,0,0,0,0,0,0,0,0,0,4847
24,-1,1,0,0,24,1537,24,24,0,0,0,0,0,0,0,0,0,0,1200
319,-1,1,0,0,319,866,319,319,0,0,0,0,0,0,0,0,0,0,14355
315,-1,1,372,0,315,372,315,315,0,0,0,0,0,0,0,0,0,0,18270
99,-1,1,403,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,3762
45,-1,1,0,1374,45,1374,45,45,0,0,0,0,0,0,0,0,0,0,1575
33,-1,1,1313,0,33,1313,33,33,0,0,0,0,0,0,0,0,0,0,1254
131,-1,1,27,0,131,27,131,131,0,0,0,0,0,0,0,0,0,0,6419
117,-1,1,0,0,117,0,117,117,0,0,0,0,0,0,0,0,0,0,5850
170,-1,1,0,0,170,2169,170,170,0,0,0,0,0,0,0,0,0,0,6630
160,-1,1,698,0,160,0,0,160,0,0,0,0,0,0,0,0,0,0,7200
104,-1,1,0,0,104,0,104,104,0,0,0,0,0,0,0,0,0,0,4992
287,-1,1,466,0,287,466,287,287,0,0,0,0,0,0,0,0,0,0,15785
43,-1,1,0,718,43,718,43,43,0,0,0,0,0,0,0,0,0,0,1591
345,-1,1,0,0,345,1498,345,0,0,0,0,0,0,0,0,0,0,0,18975
77,-1,1,0,2600,77,0,0,77,0,0,0,0,0,0,0,0,0,0,3003
168,-1,1,0,0,168,1098,168,168,0,0,0,0,0,0,0,0,0,0,8400
192,-1,1,0,0,192,0,192,192,0,0,0,0,0,0,0,0,0,0,11328
110,-1,1,123,0,110,123,110,110,0,0,0,0,0,0,0,0,0,0,4290
328,-1,1,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,16400
193,-1,1,0,2496,193,2496,193,193,0,0,0,0,0,0,0,0,0,0,7334
187,-1,1,0,0,187,562,187,187,0,0,0,0,0,0,0,0,0,0,9724
198,-1,1,0,0,198,103,198,198,0,0,0,0,0,0,0,0,0,0,8514
256,-1,1,361,0,256,361,256,256,0,0,0,0,0,0,0,0,0,0,8960
145,-1,1,1385,0,145,1385,145,145,0,0,0,0,0,0,0,0,0,0,5945
78,-1,1,0,676,78,676,78,78,0,0,0,0,0,0,0,0,0,0,3198
285,-1,1,426,0,285,426,285,285,0,0,0,0,0,0,0,0,0,0,10545
160,-1,1,130,0,160,130,160,160,0,0,0,0,0,0,0,0,0,0,6560
442,-1,1,0,0,442,0,442,442,0,0,0,0,0,0,0,0,0,0,26520
123,-1,1,-58,0,123,-58,123,123,0,0,0,0,0,0,0,0,0,0,5904
166,-1,1,0,2512,166,0,0,166,0,0,0,0,0,0,0,0,0,0,9130
18,-1,1,296,0,18,296,18,18,0,0,0,0,0,0,0,0,0,0,1098
83,-1,1,0,0,83,6622,83,83,0,0,0,0,0,0,0,0,0,0,4482
128,-1,1,0,391,128,391,128,128,0,0,0,0,0,0,0,0,0,0,6272
57,-1,1,0,0,57,1564,57,57,0,0,0,0,0,0,0,0,0,0,2223
145,-1,1,0,0,145,1670,145,145,0,0,0,0,0,0,0,0,0,0,6960
116,-1,1,0,1654,116,1654,116,116,0,0,0,0,0,0,0,0,0,0,4872
475,-1,1,984,0,475,984,475,475,0,0,0,0,0,0,0,0,0,0,17575
126,-1,1,3287,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,5922
83,-1,1,-437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4150
196,-1,1,494,0,196,494,196,196,0,0,0,0,0,0,0,0,0,0,9604
68,-1,1,0,1234,68,1234,68,68,0,0,0,0,0,0,0,0,0,0,2788
75,-1,1,0,0,75,1078,75,75,0,0,0,0,0,0,0,0,0,0,3600
123,-1,1,402,0,123,402,123,0,0,0,0,0,0,0,0,0,0,0,4305
98,-1,1,0,854,98,0,0,0,0,0,0,0,0,0,0,0,0,0,5390
355,-1,1,0,438,355,438,355,355,0,0,0,0,0,0,0,0,0,0,15265
115,-1,1,1296,0,115,0,0,115,0,0,0,0,0,0,0,0,0,0,6095
147,-1,1,1891,0,147,1891,147,147,0,0,0,0,0,0,0,0,0,0,5733
133,-1,1,0,0,133,7938,133,133,0,0,0,0,0,0,0,0,0,0,7581
509,-1,1,0,0,509,2040,509,509,0,0,0,0,0,0,0,0,0,0,17306
134,-1,1,0,0,134,2138,134,134,0,0,0,0,0,0,0,0,0,0,6968
147,-1,1,0,0,147,0,0,147,0,0,0,0,0,0,0,0,0,0,8820
97,-1,1,0,0,97,5799,97,97,0,0,0,0,0,0,0,0,0,0,5529
296,-1,1,810,0,296,0,0,296,0,0,0,0,0,0,0,0,0,0,10656
70,-1,1,0,1068,70,0,0,70,0,0,0,0,0,0,0,0,0,0,2940
527,-1,1,3,0,527,3,527,527,0,0,0,0,0,0,0,0,0,0,19499
156,-1,1,0,0,156,2014,156,156,0,0,0,0,0,0,0,0,0,0,8580
187,-1,1,652,0,187,652,187,187,0,0,0,0,0,0,0,0,0,0,6732
269,-1,1,0,0,269,2190,269,269,0,0,0,0,0,0,0,0,0,0,13450
306,-1,1,1735,0,306,1735,306,0,0,0,0,0,0,0,0,0,0,0,13770
556,-1,1,2892,0,556,2892,556,556,0,0,0,0,0,0,0,0,0,0,26132
71,-1,1,0,439,71,439,71,71,0,0,0,0,0,0,0,0,0,0,3053
483,-1,1,4722,0,483,0,0,483,0,0,0,0,0,0,0,0,0,0,18837
881,-1,1,0,451,881,451,881,881,0,0,0,0,0,0,0,0,0,0,39645
404,-1,1,0,0,404,2516,404,404,0,0,0,0,0,0,0,0,0,0,23836
218,-1,1,0,0,218,2291,218,218,0,0,0,0,0,0,0,0,0,0,10028
69,-1,1,0,2837,69,2837,69,69,0,0,0,0,0,0,0,0,0,0,3312
98,-1,1,0,0,98,0,98,98,0,0,0,0,0,0,0,0,0,0,5782
243,-1,1,7265,0,243,7265,243,243,0,0,0,0,0,0,0,0,0,0,8748
181,-1,1,0,0,181,-82,181,0,0,0,0,0,0,0,0,0,0,0,7964
99,-1,1,0,0,99,4696,99,99,0,0,0,0,0,0,0,0,0,0,4455
139,-1,1,475,0,139,0,0,139,0,0,0,0,0,0,0,0,0,0,5699
71,-1,1,0,5837,71,5837,71,71,0,0,0,0,0,0,0,0,0,0,3266
124,-1,1,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,4340
214,-1,1,335,0,214,335,214,214,0,0,0,0,0,0,0,0,0,0,10272
81,-1,1,0,568,81,568,81,81,0,0,0,0,0,0,0,0,0,0,4860
132,-1,1,0,0,132,175,132,132,0,0,0,0,0,0,0,0,0,0,5016
94,-1,1,0,0,94,25824,94,94,0,0,0,0,0,0,0,0,0,0,4606
129,-1,1,0,0,129,1870,129,129,0,0,0,0,0,0,0,0,0,0,7353
491,-1,1,0,460,491,460,491,491,0,0,0,0,0,0,0,0,0,0,21604
135,-1,1,0,0,135,1446,135,135,0,0,0,0,0,0,0,0,0,0,7425
72,-1,1,0,0,72,17,72,72,0,0,0,0,0,0,0,0,0,0,3312
285,-1,1,0,0,285,0,285,285,0,0,0,0,0,0,0,0,0,0,15675
255,-1,1,0,0,255,145,255,255,0,0,0,0,0,0,0,0,0,0,11985
189,-1,1,0,0,189,6091,189,189,0,0,0,0,0,0,0,0,0,0,7182
72,-1,1,250,0,72,250,72,72,0,0,0,0,0,0,0,0,0,0,2736
241,-1,1,0,231,241,231,241,241,0,0,0,0,0,0,0,0,0,0,10122
705,-1,1,530,0,705,530,705,0,0,0,0,0,0,0,0,0,0,0,31725
134,-1,1,0,1415,134,1415,134,134,0,0,0,0,0,0,0,0,0,0,5226
483,-1,1,5559,0,483,5559,483,483,0,0,0,0,0,0,0,0,0,0,22218
423,-1,1,0,0,423,214,423,423,0,0,0,0,0,0,0,0,0,0,15228
23,-1,1,0,0,23,1238,23,23,0,0,0,0,0,0,0,0,0,0,1219
48,-1,1,505,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1824
254,-1,1,0,0,254,925,254,254,0,0,0,0,0,0,0,0,0,0,13970
388,-1,1,431,0,388,431,388,0,0,0,0,0,0,0,0,0,0,0,18236
107,-1,1,1060,0,107,1060,107,107,0,0,0,0,0,0,0,0,0,0,5671
135,-1,1,4,0,135,4,135,135,0,0,0,0,0,0,0,0,0,0,7560
184,-1,1,0,1116,184,1116,184,184,0,0,0,0,0,0,0,0,0,0,6808
61,-1,1,0,0,61,651,61,61,0,0,0,0,0,0,0,0,0,0,2562
157,-1,1,2910,0,157,0,0,157,0,0,0,0,0,0,0,0,0,0,6123
116,-1,1,0,0,116,73,116,116,0,0,0,0,0,0,0,0,0,0,6728
82,-1,1,0,0,82,0,82,82,0,0,0,0,0,0,0,0,0,0,4592
105,-1,1,0,0,105,336,105,105,0,0,0,0,0,0,0,0,0,0,5355
98,-1,1,0,0,98,1728,98,98,0,0,0,0,0,0,0,0,0,0,4606
652,-1,1,5818,0,652,5818,652,652,0,0,0,0,0,0,0,0,0,0,24124
206,-1,1,592,0,206,592,206,206,0,0,0,0,0,0,0,0,0,0,11948
174,-1,1,4322,0,174,4322,174,174,0,0,0,0,0,0,0,0,0,0,10266
522,-1,1,0,0,522,0,522,522,0,0,0,0,0,0,0,0,0,0,20880
30,-1,1,0,0,30,1869,30,30,0,0,0,0,0,0,0,0,0,0,1530
174,-1,1,0,0,174,766,174,174,0,0,0,0,0,0,0,0,0,0,8700
145,-1,1,5092,0,145,0,0,145,0,0,0,0,0,0,0,0,0,0,5510
150,-1,1,0,0,150,11,150,150,0,0,0,0,0,0,0,0,0,0,8250
64,-1,1,0,4961,64,0,0,64,0,0,0,0,0,0,0,0,0,0,3072
91,-1,1,0,0,91,246,91,91,0,0,0,0,0,0,0,0,0,0,3458
77,-1,1,0,0,77,0,0,77,0,0,0,0,0,0,0,0,0,0,3080
78,-1,1,35,0,78,35,78,78,0,0,0,0,0,0,0,0,0,0,3120
97,-1,1,544,0,97,544,97,97,0,0,0,0,0,0,0,0,0,0,5626
85,-1,1,0,2043,85,0,0,85,0,0,0,0,0,0,0,0,0,0,3315
139,-1,1,0,1191,139,1191,139,139,0,0,0,0,0,0,0,0,0,0,5421
89,-1,1,0,1756,89,1756,89,89,0,0,0,0,0,0,0,0,0,0,3827
92,-1,1,702,0,92,702,92,92,0,0,0,0,0,0,0,0,0,0,3496
168,-1,1,0,0,168,2491,168,0,0,0,0,0,0,0,0,0,0,0,6048
436,-1,1,0,0,436,0,436,436,0,0,0,0,0,0,0,0,0,0,25288
88,-1,1,1653,0,88,1653,88,88,0,0,0,0,0,0,0,0,0,0,4664
43,-1,1,507,0,43,507,43,43,0,0,0,0,0,0,0,0,0,0,1505
156,-1,1,0,0,156,0,156,156,0,0,0,0,0,0,0,0,0,0,7176
171,-1,1,193,0,171,0,0,171,0,0,0,0,0,0,0,0,0,0,7182
180,-1,1,517,0,180,0,0,180,0,0,0,0,0,0,0,0,0,0,9360
163,-1,1,780,0,163,0,0,163,0,0,0,0,0,0,0,0,0,0,6520
277,-1,1,1270,0,277,0,0,277,0,0,0,0,0,0,0,0,0,0,12742
130,-1,1,0,0,130,48,130,0,0,0,0,0,0,0,0,0,0,0,6630
50,-1,1,1562,0,50,1562,50,50,0,0,0,0,0,0,0,0,0,0,2400
341,-1,1,679,0,341,0,0,341,0,0,0,0,0,0,0,0,0,0,13299
49,-1,1,0,1467,49,1467,49,49,0,0,0,0,0,0,0,0,0,0,2156
120,-1,1,1678,0,120,0,0,120,0,0,0,0,0,0,0,0,0,0,5280
79,-1,1,942,0,79,942,79,79,0,0,0,0,0,0,0,0,0,0,2923
259,-1,1,521,0,259,0,0,259,0,0,0,0,0,0,0,0,0,0,11655
321,-1,1,0,0,321,0,0,321,0,0,0,0,0,0,0,0,0,0,14124
176,-1,1,0,5251,176,0,0,176,0,0,0,0,0,0,0,0,0,0,6160
192,-1,1,305,0,192,305,192,0,0,0,0,0,0,0,0,0,0,0,10176
128,-1,1,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,5760
107,-1,1,76,0,0,76,107,0,0,0,0,0,0,0,0,0,0,0,3745
108,-1,1,0,0,108,608,108,108,0,0,0,0,0,0,0,0,0,0,3996
187,-1,1,0,531,187,0,0,187,0,0,0,0,0,0,0,0,0,0,6732
164,-1,1,0,0,164,1522,164,164,0,0,0,0,0,0,0,0,0,0,6396
20,-1,1,39,0,20,39,20,20,0,0,0,0,0,0,0,0,0,0,1100
67,-1,1,2641,0,67,2641,67,67,0,0,0,0,0,0,0,0,0,0,2546
445,-1,1,1255,0,445,1255,445,445,0,0,0,0,0,0,0,0,0,0,15575
41,-1,1,647,0,41,0,0,41,0,0,0,0,0,0,0,0,0,0,1517
344,-1,1,1989,0,344,1989,344,344,0,0,0,0,0,0,0,0,0,0,12384
167,-1,1,0,0,167,886,167,167,0,0,0,0,0,0,0,0,0,0,8517
605,-1,1,0,18,605,18,605,605,0,0,0,0,0,0,0,0,0,0,22990
433,-1,1,0,1568,433,1568,433,433,0,0,0,0,0,0,0,0,0,0,15588
226,-1,1,0,0,226,1382,226,226,0,0,0,0,0,0,0,0,0,0,11526
179,-1,1,0,0,179,0,0,179,0,0,0,0,0,0,0,0,0,0,7697
34,-1,1,0,1437,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1632
161,-1,1,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,7245
77,-1,1,0,0,77,0,77,77,0,0,0,0,0,0,0,0,0,0,3542
220,-1,1,0,0,220,524,220,220,0,0,0,0,0,0,0,0,0,0,9240
81,-1,1,0,0,81,352,81,0,0,0,0,0,0,0,0,0,0,0,4860
269,-1,1,278,0,269,0,0,269,0,0,0,0,0,0,0,0,0,0,15064
31,-1,1,0,753,31,753,31,31,0,0,0,0,0,0,0,0,0,0,1302
59,-1,1,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,2360
332,-1,1,104,0,332,104,332,332,0,0,0,0,0,0,0,0,0,0,14276
24,-1,1,1103,0,24,1103,24,24,0,0,0,0,0,0,0,0,0,0,936
16,-1,1,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,928
88,-1,1,258,0,88,258,88,88,0,0,0,0,0,0,0,0,0,0,3344
714,-1,1,0,0,714,0,0,714,0,0,0,0,0,0,0,0,0,0,37842
110,-1,1,7,0,110,7,110,110,0,0,0,0,0,0,0,0,0,0,5060
205,-1,1,515,0,205,0,0,205,0,0,0,0,0,0,0,0,0,0,11070
291,-1,1,0,0,291,711,291,291,0,0,0,0,0,0,0,0,0,0,12804
986,-1,1,7434,0,986,7434,986,986,0,0,0,0,0,0,0,0,0,0,47328
279,-1,1,0,1603,279,1603,279,279,0,0,0,0,0,0,0,0,0,0,11160
166,-1,1,969,0,166,0,0,166,0,0,0,0,0,0,0,0,0,0,5478
